@relation WA_Fn-UseC_-Telco-Customer-Churn-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.Randomize-S42_clustered

@attribute Instance_number numeric
@attribute gender {Female,Male}
@attribute SeniorCitizen numeric
@attribute Partner {Yes,No}
@attribute Dependents {No,Yes}
@attribute tenure numeric
@attribute PhoneService {No,Yes}
@attribute MultipleLines {'No phone service',No,Yes}
@attribute InternetService {DSL,'Fiber optic',No}
@attribute OnlineSecurity {No,Yes,'No internet service'}
@attribute OnlineBackup {Yes,No,'No internet service'}
@attribute DeviceProtection {No,Yes,'No internet service'}
@attribute TechSupport {No,Yes,'No internet service'}
@attribute StreamingTV {No,Yes,'No internet service'}
@attribute StreamingMovies {No,Yes,'No internet service'}
@attribute Contract {Month-to-month,'One year','Two year'}
@attribute PaperlessBilling {Yes,No}
@attribute PaymentMethod {'Electronic check','Mailed check','Bank transfer (automatic)','Credit card (automatic)'}
@attribute MonthlyCharges numeric
@attribute TotalCharges numeric
@attribute Churn {No,Yes}
@attribute Cluster {cluster0,cluster1}

@data
3575,Male,0,No,No,40,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,'Electronic check',67.45,2731,No,cluster1
3576,Female,0,Yes,Yes,10,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,No,'Electronic check',85.95,858.6,No,cluster1
3577,Female,0,Yes,Yes,57,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.75,1272.05,No,cluster0
3578,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',48.6,48.6,No,cluster1
3579,Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.2,20.2,Yes,cluster0
3580,Male,1,Yes,No,72,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',64.45,4641.1,No,cluster0
3581,Male,0,Yes,Yes,10,No,'No phone service',DSL,Yes,Yes,Yes,Yes,No,Yes,'Two year',No,'Credit card (automatic)',53.7,521,No,cluster0
3582,Male,0,Yes,Yes,72,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Electronic check',20.55,1432.55,No,cluster0
3583,Male,1,No,No,51,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',94,4905.75,No,cluster1
3584,Male,0,No,No,13,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,Yes,Month-to-month,No,'Electronic check',100.75,1313.25,No,cluster1
3585,Male,0,No,No,68,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,No,'One year',No,'Bank transfer (automatic)',101.35,7110.75,No,cluster1
3586,Female,0,Yes,No,49,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,No,'Electronic check',99.4,5025,No,cluster1
3587,Male,0,No,No,6,Yes,No,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',85.35,489.45,Yes,cluster1
3588,Female,0,Yes,Yes,8,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.5,162.15,No,cluster0
3589,Male,0,Yes,No,44,Yes,Yes,'Fiber optic',Yes,No,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',84.8,3626.35,No,cluster1
3590,Female,0,Yes,No,23,Yes,No,DSL,No,No,No,Yes,Yes,No,'One year',No,'Bank transfer (automatic)',60,1347.15,No,cluster1
3591,Male,0,Yes,No,36,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',95,3440.25,No,cluster1
3592,Female,0,No,No,4,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Mailed check',100.85,399.25,No,cluster1
3593,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',44.8,44.8,No,cluster1
3594,Male,0,Yes,No,16,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.4,1189.4,No,cluster1
3595,Female,1,Yes,No,66,No,'No phone service',DSL,No,Yes,Yes,No,Yes,No,'One year',No,'Bank transfer (automatic)',45.55,3027.25,No,cluster1
3596,Male,0,No,No,14,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.9,283.75,No,cluster0
3597,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,'One year',No,'Mailed check',74.05,872.65,Yes,cluster1
3598,Male,0,Yes,No,17,No,'No phone service',DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Mailed check',49.8,836.35,No,cluster1
3599,Female,0,Yes,Yes,67,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',19.25,1372.9,No,cluster0
3600,Female,0,No,No,56,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',106.8,5914.4,No,cluster1
3601,Female,0,Yes,Yes,11,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',19.25,180.3,Yes,cluster0
3602,Male,0,Yes,No,39,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',20.45,790,No,cluster0
3603,Male,0,No,No,10,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',94.9,1048.85,Yes,cluster1
3604,Male,1,Yes,Yes,32,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Mailed check',93.95,2861.45,No,cluster1
3605,Male,0,No,No,32,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',19.8,607.7,No,cluster0
3606,Male,0,Yes,No,72,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',109.95,7852.4,No,cluster1
3607,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,'One year',No,'Mailed check',52.7,3019.7,No,cluster1
3608,Male,0,No,No,24,Yes,No,'Fiber optic',No,Yes,Yes,Yes,No,No,Month-to-month,Yes,'Electronic check',85.95,2107.15,No,cluster1
3609,Female,0,No,No,27,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',95.6,2595.25,No,cluster1
3610,Male,0,Yes,No,24,No,'No phone service',DSL,No,No,Yes,No,No,No,Month-to-month,No,'Electronic check',29.1,688,No,cluster1
3611,Female,0,Yes,Yes,24,No,'No phone service',DSL,Yes,Yes,Yes,No,Yes,Yes,'One year',No,'Electronic check',57.6,1367.75,No,cluster1
3612,Male,1,No,No,1,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.35,75.35,Yes,cluster1
3613,Male,0,Yes,No,44,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',90.65,3974.15,No,cluster1
3614,Male,0,No,No,14,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',20.4,275.7,No,cluster0
3615,Female,0,Yes,Yes,67,No,'No phone service',DSL,Yes,No,No,Yes,No,No,'Two year',No,'Credit card (automatic)',35.7,2545.7,No,cluster1
3616,Male,0,Yes,Yes,72,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',25.2,1798.9,No,cluster0
3617,Male,0,No,No,62,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',74.3,4698.05,No,cluster1
3618,Male,0,No,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.75,20.75,No,cluster0
3619,Female,0,No,No,10,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.55,187.35,No,cluster0
3620,Female,0,No,No,11,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',97.85,1105.4,Yes,cluster1
3621,Female,0,No,No,61,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',118.6,7365.7,No,cluster1
3622,Male,0,No,No,57,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,No,'Two year',Yes,'Credit card (automatic)',90.45,5229.8,No,cluster1
3623,Male,0,Yes,Yes,66,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Credit card (automatic)',25.7,1714.55,No,cluster0
3624,Male,1,Yes,Yes,26,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,No,'Electronic check',105.75,2710.25,Yes,cluster1
3625,Female,1,No,No,26,Yes,Yes,'Fiber optic',Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',95,2497.2,Yes,cluster1
3626,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',44.75,44.75,No,cluster1
3627,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,'Credit card (automatic)',64.4,195.65,No,cluster1
3628,Male,0,No,No,26,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',98.35,2515.3,Yes,cluster1
3629,Female,0,No,No,64,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Bank transfer (automatic)',24.4,1601.2,No,cluster0
3630,Female,0,No,No,3,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',75.25,242,Yes,cluster1
3631,Female,0,Yes,No,18,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,No,'Electronic check',74.8,1438.05,No,cluster1
3632,Female,1,Yes,No,71,Yes,No,'Fiber optic',No,Yes,Yes,No,No,Yes,'Two year',No,'Credit card (automatic)',89.45,6435.25,No,cluster1
3633,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',44.8,176.2,No,cluster1
3634,Male,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',80.2,181.1,Yes,cluster1
3635,Male,0,No,No,15,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Electronic check',26.35,378.6,No,cluster0
3636,Female,1,Yes,Yes,28,No,'No phone service',DSL,No,Yes,No,No,No,Yes,'One year',Yes,'Electronic check',39.1,1096.6,No,cluster1
3637,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',46,492.1,No,cluster1
3638,Male,0,Yes,No,22,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',85.1,1873.7,Yes,cluster1
3639,Female,0,No,No,16,Yes,No,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',86.25,1340.1,No,cluster1
3640,Female,0,Yes,Yes,28,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Bank transfer (automatic)',19.55,543.8,No,cluster0
3641,Male,0,Yes,No,68,No,'No phone service',DSL,Yes,No,Yes,No,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',54.1,3794.5,No,cluster0
3642,Female,0,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,'One year',Yes,'Bank transfer (automatic)',80.05,4042.2,No,cluster1
3643,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',73.65,1642.75,No,cluster1
3644,Female,0,No,No,23,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',93.5,2341.55,No,cluster1
3645,Female,1,No,No,49,Yes,No,'Fiber optic',No,Yes,Yes,No,No,Yes,'One year',Yes,'Bank transfer (automatic)',89.85,4287.2,No,cluster1
3646,Male,0,No,Yes,45,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,'Two year',No,'Bank transfer (automatic)',99.7,4634.35,No,cluster1
3647,Female,1,No,No,42,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',84.65,3541.35,Yes,cluster1
3648,Male,1,Yes,Yes,64,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',111.6,7099,No,cluster1
3649,Male,0,Yes,Yes,54,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',20.4,1090.6,No,cluster0
3650,Female,1,Yes,No,18,No,'No phone service',DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',48.35,810.7,Yes,cluster1
3651,Female,0,No,No,11,No,'No phone service',DSL,No,No,No,No,Yes,No,Month-to-month,Yes,'Mailed check',35.8,363.15,No,cluster1
3652,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,'Electronic check',59.6,2094.9,No,cluster1
3653,Male,0,Yes,Yes,20,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',70.45,1470.95,Yes,cluster1
3654,Female,0,No,No,40,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',20.15,804.85,No,cluster0
3655,Female,1,No,No,5,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',75.55,349.65,Yes,cluster1
3656,Female,0,Yes,Yes,22,Yes,No,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,No,'Electronic check',83.3,1845.9,Yes,cluster1
3657,Male,1,No,No,9,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',79.55,718.55,No,cluster1
3658,Male,0,Yes,Yes,70,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',25.15,1790.15,No,cluster0
3659,Male,0,No,No,18,Yes,Yes,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',90.7,1597.25,Yes,cluster1
3660,Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,'One year',Yes,'Mailed check',54.25,773.2,No,cluster1
3661,Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,'Electronic check',67.25,832.3,No,cluster1
3662,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,'One year',Yes,'Credit card (automatic)',73,5163,No,cluster1
3663,Female,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.85,19.85,No,cluster0
3664,Male,0,Yes,Yes,55,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',90.4,5099.15,No,cluster1
3665,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,'Credit card (automatic)',71.35,515.75,No,cluster1
3666,Female,0,No,No,2,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',20.35,35.1,No,cluster0
3667,Male,0,No,No,65,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'Two year',No,'Credit card (automatic)',105.1,6631.85,No,cluster1
3668,Female,0,No,No,18,No,'No phone service',DSL,Yes,Yes,No,Yes,No,No,'One year',Yes,'Mailed check',40.2,711.95,No,cluster1
3669,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',84.3,5997.1,No,cluster1
3670,Female,1,Yes,No,56,Yes,Yes,'Fiber optic',No,No,No,Yes,No,No,Month-to-month,Yes,'Bank transfer (automatic)',76.85,4275.75,No,cluster1
3671,Male,0,No,No,32,Yes,Yes,'Fiber optic',Yes,No,No,Yes,No,No,Month-to-month,No,'Bank transfer (automatic)',87.65,2766.4,No,cluster1
3672,Male,0,Yes,Yes,3,Yes,No,'Fiber optic',Yes,Yes,No,No,Yes,No,Month-to-month,No,'Electronic check',89.85,248.4,No,cluster1
3673,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,'Mailed check',69.5,1199.4,No,cluster1
3674,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,'Two year',Yes,'Credit card (automatic)',73,5265.2,No,cluster1
3675,Male,0,No,No,61,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',107.75,6521.9,No,cluster1
3676,Female,0,No,Yes,43,Yes,No,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',106,4532.3,No,cluster1
3677,Male,0,No,No,39,Yes,No,'Fiber optic',No,No,Yes,Yes,No,No,'One year',No,'Electronic check',81.9,3219.75,No,cluster1
3678,Female,0,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,'Mailed check',59.05,1253.5,No,cluster1
3679,Male,1,No,No,2,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',72.6,154.3,No,cluster1
3680,Male,0,No,No,33,Yes,No,'Fiber optic',No,Yes,No,Yes,No,No,'Two year',No,'Bank transfer (automatic)',80.6,2651.1,No,cluster1
3681,Male,0,Yes,Yes,69,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,'Two year',Yes,'Credit card (automatic)',79.2,5420.65,No,cluster1
3682,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,'Mailed check',70.7,225.65,No,cluster1
3683,Male,1,No,No,71,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,'One year',No,'Bank transfer (automatic)',105.75,7382.85,No,cluster1
3684,Male,0,No,No,31,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',103.45,3066.45,Yes,cluster1
3685,Male,0,Yes,No,56,Yes,Yes,'Fiber optic',Yes,No,No,No,Yes,Yes,'One year',Yes,'Electronic check',100.55,5514.95,No,cluster1
3686,Male,0,Yes,Yes,62,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,No,'One year',Yes,'Credit card (automatic)',94.95,5791.85,No,cluster1
3687,Male,0,No,No,70,No,'No phone service',DSL,Yes,No,Yes,Yes,No,Yes,'Two year',No,'Bank transfer (automatic)',48.4,3442.8,No,cluster0
3688,Female,0,Yes,Yes,62,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',110.8,6840.95,No,cluster1
3689,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',45.1,45.1,Yes,cluster1
3690,Male,0,No,No,46,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.2,908.15,No,cluster0
3691,Male,0,No,No,16,Yes,Yes,'Fiber optic',No,No,No,Yes,No,Yes,Month-to-month,Yes,'Credit card (automatic)',89.05,1448.6,Yes,cluster1
3692,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Mailed check',81.95,1181.75,No,cluster0
3693,Male,0,No,No,6,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.9,469.8,Yes,cluster1
3694,Male,0,No,No,44,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',85.25,3704.15,No,cluster1
3695,Female,0,No,No,7,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Mailed check',80.3,526.7,Yes,cluster1
3696,Female,1,Yes,No,60,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',105.9,6401.25,No,cluster1
3697,Female,0,No,No,5,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',90.8,455.5,Yes,cluster1
3698,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,'One year',Yes,'Mailed check',65.9,660.05,No,cluster1
3699,Male,1,Yes,No,29,Yes,No,'Fiber optic',Yes,No,Yes,No,No,Yes,'One year',No,'Bank transfer (automatic)',90.1,2656.7,No,cluster1
3700,Male,0,No,No,2,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',24.3,38.45,No,cluster1
3701,Female,0,No,No,35,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',21.1,741,No,cluster0
3702,Male,0,Yes,No,70,No,'No phone service',DSL,No,Yes,Yes,Yes,No,Yes,'One year',Yes,'Bank transfer (automatic)',51.05,3635.15,No,cluster1
3703,Female,0,Yes,Yes,71,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,'Two year',Yes,'Credit card (automatic)',95.75,6849.4,No,cluster1
3704,Male,1,Yes,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,'Two year',Yes,'Credit card (automatic)',73.45,5329,No,cluster1
3705,Male,0,No,No,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',49,1291.35,No,cluster1
3706,Female,0,No,Yes,49,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',20.45,1024.65,No,cluster0
3707,Female,0,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,'Credit card (automatic)',64.1,2460.35,No,cluster1
3708,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,'One year',No,'Bank transfer (automatic)',77.4,4155.95,No,cluster1
3709,Female,0,Yes,Yes,72,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',104.15,7303.05,No,cluster1
3710,Female,0,Yes,Yes,69,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.75,1375.4,No,cluster0
3711,Male,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',79.15,3566.6,No,cluster0
3712,Male,0,No,No,25,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Bank transfer (automatic)',19.5,516.3,No,cluster0
3713,Female,1,Yes,Yes,48,No,'No phone service',DSL,No,Yes,No,No,No,No,'One year',No,'Bank transfer (automatic)',29.9,1388.75,No,cluster1
3714,Male,0,Yes,Yes,63,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',19.15,1177.05,No,cluster0
3715,Male,0,Yes,No,24,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',104.65,2542.45,Yes,cluster1
3716,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,'Two year',No,'Electronic check',64.35,1558.65,No,cluster1
3717,Female,0,Yes,No,23,Yes,Yes,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,No,'Mailed check',90.15,2044.95,No,cluster1
3718,Male,0,No,No,44,No,'No phone service',DSL,No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Mailed check',53.95,2375.4,Yes,cluster1
3719,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,'Two year',Yes,'Electronic check',74.35,5237.4,No,cluster1
3720,Male,0,No,Yes,20,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Electronic check',19.4,374.5,Yes,cluster0
3721,Male,0,No,Yes,3,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',69.65,220.1,Yes,cluster1
